question_id	answer_id	user_id	post_type
55138926		7922340	question
55138926	55264496	11232916	answer
58530328		4163977	question
58516465		5047338	question
58516465	58517421	5136550	answer
58516408		5904928	question
58389268		11701537	question
58389268	58389380	3994824	answer
58362763		10243423	question
58362763	58363469	3416340	answer
49124814		8186293	question
49124814	49126505	5974433	answer
58228840		847200	question
58228840	58321163	12192957	answer
58289790		10407138	question
58289790	58291174	5136550	answer
58278338		12166702	question
58276337		2066786	question
58276337	58277760	10133797	answer
58220747		1745048	question
58220747	58222947	5136550	answer
58119629		11551046	question
58119629	58120077	2846923	answer
57694137		8214268	question
57642009		2146141	question
57509873		7204850	question
57442424		347484	question
56382500		373655	question
56382500	56382882	2154440	answer
56382500	56461830	1735003	answer
56382500	56485026	423926	answer
56862518		6107346	question
56695299		11628272	question
56695299	56774189	11628272	answer
56770549		6456798	question
56770549	56772112	3399825	answer
56750620		6456798	question
56750620	56752804	5298937	answer
56659428		11210924	question
56659428	56659558	11143609	answer
56564555		5248987	question
56564555	56564792	7408462	answer
56563985		7470810	question
56432802		11192771	question
56414605		5438313	question
56414605	56416556	9477338	answer
56414605	56425146	5597718	answer
56382596		8976407	question
56382596	56382765	9794742	answer
56382596	56382818	349130	answer
56313380		4142753	question
56313380	56314357	2099607	answer
55772535		812161	question
55742849		11378020	question
55600057		11336168	question
51469446		9177422	question
51469446	51474879	10014769	answer
51469446	55233535	4126114	answer
51469446	55293396	11152011	answer
55147276		11164691	question
55147276	55150032	2444909	answer
55147276	55151189	423926	answer
55045523		10022290	question
55045523	55046229	2099607	answer
55031383		4599450	question
55031383	55031640	10921263	answer
52960555		10547105	question
52960555	52965161	10025506	answer
52960555	54811584	5208239	answer
54765818		9222818	question
54765818	54765909	415016	answer
54765818	54765949	7904315	answer
54522336		8575076	question
54522336	54522432	2097240	answer
54553561		7531575	question
54553561	54553704	7067304	answer
54472295		10789317	question
54472295	54472349	8112138	answer
51566573		3236691	question
51566573	51578271	5495381	answer
54000409		4111676	question
53990774		10783111	question
53990774	53990953	2099607	answer
51252555		1093708	question
51252555	51252809	2099607	answer
51252555	53749704	5884955	answer
53530554		3492226	question
53530554	53561146	6431410	answer
53471698		10599426	question
53396147		4803860	question
53396147	53457574	8382707	answer
53363060		8513493	question
53363060	53365738	5495304	answer
53316561		6763456	question
53316561	53317569	2099607	answer
53311885		10245126	question
53311885	53311897	10655346	answer
53311885	53313039	2099607	answer
48158547		4288666	question
48158547	48314642	4288666	answer
48158547	50048551	1236689	answer
53096870		10589692	question
53096870	53152363	10589692	answer
53084604		6286493	question
53084604	53084852	3114765	answer
53065077		1298461	question
53065077	53070658	2099607	answer
52907059		10533365	question
52907059	52907572	2099607	answer
52880384		3276237	question
52880384	52882417	2099607	answer
52317452		7781194	question
52317452	52318369	2099607	answer
52323297		4293998	question
52323297	52323654	4293998	answer
52235235		8061600	question
52235235	52236794	2099607	answer
41064802		2439854	question
41064802	41077437	2439854	answer
52084911		706677	question
52084911	52123745	992489	answer
52065812		7398902	question
52048171		8100895	question
52048171	52057662	9393102	answer
51739016		1118109	question
51739016	51740625	2099607	answer
51441690		10032996	question
51441690	51442427	2097240	answer
51441690	51443340	10062180	answer
51365661		8798570	question
51365661	51366274	2097240	answer
51342528		2809263	question
51342528	51343505	7423389	answer
51308325		10071228	question
51292212		9328846	question
51292212	51297494	9328846	answer
51277247		user5339769	question
51277247	51278143	871910	answer
51148876		10020966	question
51015259		811344	question
51015259	51015462	4790871	answer
50393828		3844480	question
50393828	50805539	3844480	answer
50682119		3011570	question
50682119	50683342	9758922	answer
50682119	50686899	9298528	answer
50685576		2421298	question
50518563		3971528	question
50414117		4704873	question
50414117	50417224	349130	answer
50083767		6395388	question
50083767	50105609	6395388	answer
49690256		3478580	question
49690256	49690422	3697191	answer
49690256	49690528	8563649	answer
49690256	49690747	user9606893	answer
49721691		9333818	question
49721691	49856098	1187956	answer
49402739		9212155	question
49402739	49403464	1508542	answer
49402739	49832037	7655725	answer
49624167		9589617	question
49624167	49630749	5499527	answer
49549364		9556077	question
49011306		9418382	question
49011306	49011474	8756315	answer
49011306	49011626	567620	answer
48835999		2237916	question
48835999	48836405	5974433	answer
48835999	48872519	712995	answer
48827687		4697075	question
48827687	48839471	2060205	answer
48155026		8505488	question
48155026	48204889	712995	answer
47925346		3765706	question
47925346	47948715	8581827	answer
45138064		1798137	question
45138064	45150279	5974433	answer
45076758		8300957	question
44593556		5302826	question
44593556	45019836	8249869	answer
43479957		4938505	question
43479957	43480212	5974433	answer
52867069		9633432	question
52867069	54507633	9461915	answer
48431282		4509378	question
48431282	48432269	5974433	answer
48431282	48437314	7443104	answer
57987766		11170350	question
57987766	57988017	5661194	answer
57862459		8843300	question
57862459	57972395	10273558	answer
57961215		11124740	question
57909596		10584990	question
57909596	57959123	10584990	answer
57896249		7718241	question
57896249	57896459	11244336	answer
57852043		10794530	question
57775938		6997665	question
57775938	57784713	3337089	answer
57702915		11813916	question
57317133		5500597	question
57317133	57340741	5500597	answer
57304185		11867828	question
57304185	57320969	2099607	answer
57247583		1474563	question
57154594		10281487	question
57154594	57155172	177498	answer
57154594	57184016	10281487	answer
56930730		11753168	question
56930730	56934638	11250466	answer
57081906		5688752	question
56961856		11762082	question
56961856	56961915	5668710	answer
56931005		11413867	question
56157510		2464597	question
56013282		5351641	question
56013282	56027521	11456939	answer
56021185		10829495	question
56015380		10704793	question
55986767		9051428	question
55986767	55986836	1509248	answer
55958059		6395618	question
55958059	55959548	6395618	answer
55958059	55962711	10606534	answer
55924162		8027995	question
55924162	55924262	8332501	answer
55877741		11418629	question
55837063		1519525	question
53950430		7331506	question
52125954		8601704	question
52125954	52126042	7896849	answer
52125954	55492873	11273110	answer
55431333		11281358	question
55386618		11268861	question
55386618	55386869	10706172	answer
55248680		2424542	question
55248680	55384758	11260421	answer
55350763		6059213	question
55350763	55351157	7378795	answer
55295798		8499517	question
54877881		799723	question
43158719		590335	question
43158719	43204988	5974433	answer
43158719	43270179	4356204	answer
43158719	50266333	8046030	answer
43158719	54817501	4549682	answer
52699598		5585432	question
52699598	52701095	2099607	answer
48286504		4343153	question
48286504	48288529	5974433	answer
48286504	54707942	10974829	answer
54619732		9585135	question
54619732	54620037	5495381	answer
54594204		11033613	question
54594204	54594599	11029007	answer
54594204	54594853	8893595	answer
54594204	54599245	9163909	answer
53640464		6854964	question
53640464	54526827	11015383	answer
54428938		604798	question
52481006		10095977	question
52481006	52481087	752843	answer
52481006	53064016	8068733	answer
52481006	54317762	9204291	answer
54238303		2641587	question
54238303	54269848	10938273	answer
54267750		10843708	question
54267750	54267947	10843708	answer
54185672		7258619	question
54185672	54186321	7383560	answer
54118715		6589409	question
54118715	54151303	9277245	answer
54101593		8916723	question
54101593	54107117	5140223	answer
54118546		4561314	question
54118546	54119442	4561314	answer
54091160		6070667	question
54091160	54102861	10583434	answer
54031644		10865204	question
54031644	54031911	5495304	answer
54031644	54037548	2099607	answer
53893786		10193890	question
53705799		10159144	question
53705799	53773682	10159144	answer
53687976		2607447	question
53687976	53689078	8112138	answer
53678282		588855	question
53662346		10757549	question
53662346	53662513	user9477964	answer
53600551		8798570	question
53600551	53600632	2099607	answer
53547872		10724777	question
53547872	53548827	2097240	answer
53461304		2651073	question
53461304	53461463	9280994	answer
53441343		10693988	question
53441343	53447657	2099607	answer
53380472		4824518	question
53318270		4729764	question
53322139		1116068	question
53322139	53323271	8609330	answer
53035190		3755087	question
53035190	53035580	2099607	answer
52946030		7934206	question
52946030	52947744	10494794	answer
52708821		9633432	question
49797291		6075854	question
49797291	49798062	2097240	answer
49797291	49799893	9160548	answer
49797291	52532726	7881422	answer
52522590		3737468	question
52522590	52543001	2464597	answer
52452947		9768291	question
52452947	52459896	9768291	answer
52169024		7944338	question
52169024	52169350	10238218	answer
52119988		3578476	question
52119988	52120446	5668710	answer
52119988	52128860	2099607	answer
51887958		7054410	question
51887958	51891264	4867531	answer
51887958	51921611	7054410	answer
51756173		10200019	question
51756173	51760055	3607203	answer
51679311		8926217	question
51679311	51680611	5495381	answer
50661907		9886508	question
50661907	50662075	4001737	answer
50661907	50662331	2050	answer
48620057		5825953	question
48620057	50587633	4722692	answer
45296656		8283069	question
45296656	50187613	471438	answer
49968000		anon	question
49968000	49968205	4320693	answer
49968000	49968311	4867193	answer
49966917		9559874	question
49966917	49967220	4320693	answer
47571896		8558584	question
47571896	47572245	8563649	answer
48490280		8145356	question
48490280	48490510	5974433	answer
46580112		5072691	question
46806127		6435921	question
46806127	46806820	556014	answer
46806127	46839026	463213	answer
44274701		7687401	question
44274701	44349081	7687401	answer
46639430		7945697	question
46639430	46639600	3301202	answer
46639430	46639677	5495304	answer
40278868		497600	question
40278868	40278917	497600	answer
45320938		2469211	question
45320938	45321703	5359882	answer
44820811		3457761	question
44820811	44820976	5727175	answer
44364377		1116068	question
44364377	44548668	2097240	answer
42556919		860566	question
42556919	42578004	5974433	answer
42556919	42581606	7137636	answer
43195538		7776181	question
42986686		5981076	question
42986686	42996091	6791223	answer
42355723		6063977	question
42355723	42356212	5352399	answer
58568766		10187580	question
58568766	58591128	9710391	answer
58508286		1487087	question
58508286	58508551	4685471	answer
58438967		12169806	question
58337852		12199719	question
55605302		5771979	question
55605302	55612839	5771979	answer
55605302	58323757	6117017	answer
58247292		12168024	question
58247292	58248078	1699075	answer
58164678		1268426	question
58164678	58164917	1158241	answer
58164678	58164987	9477338	answer
57689006		11325381	question
57689006	57689231	1029324	answer
57571337		5931672	question
57571337	57571405	3987085	answer
57402728		6118662	question
57402728	57403556	4935621	answer
57005176		10273558	question
57005176	57009483	10878733	answer
47106830		6947284	question
47106830	56950297	11759010	answer
56792752		6914009	question
56792752	56804826	6914009	answer
56380303		76701	question
53904688		8981905	question
53904688	53905648	1462770	answer
53904688	56255773	5094841	answer
56080498		4729764	question
56080498	56103140	2099607	answer
56080498	56186852	7454706	answer
56111871		4406595	question
56111871	56112655	7126023	answer
56108959		11491488	question
55691412		8030267	question
55691412	55691549	5154274	answer
55691954		8401148	question
55691954	55692913	10222665	answer
55667521		11352300	question
55667521	55668257	11352300	answer
55506361		user10154223	question
53060501		3219201	question
53060501	55416848	3033937	answer
54952038		7205641	question
54777950		9335974	question
54777950	54818409	9335974	answer
54700736		9194527	question
54700736	54700968	6276241	answer
54282547		10082791	question
54282547	54643530	10082791	answer
54595058		4209599	question
54546666		9922198	question
54546666	54559110	10944202	answer
50874279		9697805	question
50874279	50875053	3794110	answer
54290619		7674498	question
48951409		7622536	question
48951409	48951920	3027854	answer
48951409	54142737	6670629	answer
54022742		348637	question
54022742	54023447	2099607	answer
52558382		1666546	question
52558382	53956051	5642366	answer
53909870		1691278	question
53909870	53911272	4297035	answer
53869349		2114952	question
53869349	53869525	2099607	answer
53869349	53878284	3522130	answer
51201789		8163150	question
51201789	51204146	3374996	answer
53259647		312605	question
53259647	53285949	4249707	answer
53421050		10594993	question
53446905		9468014	question
53446905	53447141	2099607	answer
53400687		10628705	question
53377681		10433093	question
53377681	53378186	user9477964	answer
53371014		10186104	question
53371014	53371225	7301994	answer
44462550		497600	question
44462550	53307356	4183151	answer
53254586		5495304	question
53254586	53256297	5495304	answer
53236430		1867083	question
53173884		7660421	question
53173884	53174026	2099607	answer
53051519		8767101	question
53051519	53056064	10574412	answer
52798089		9633432	question
52798089	52799729	1626564	answer
52522171		10419677	question
52586526		10345968	question
52586526	52596030	3802483	answer
52282108		3052890	question
52282108	52477777	2099607	answer
52282108	52499022	7953862	answer
52440940		226958	question
52440940	52442586	2099607	answer
52433867		6922785	question
52221103		4618605	question
52210472		6531629	question
52210472	52210587	3015734	answer
52201644		3119628	question
52201644	52202304	3607203	answer
52201644	52205139	3119628	answer
52201594		8977425	question
52201594	52201865	2760559	answer
51273582		9328846	question
51273582	51274758	2099607	answer
50319066		8058705	question
50319066	50320784	2099607	answer
52009816		8926217	question
52009816	52009971	2329988	answer
51971844		8926217	question
51971844	51975324	5668710	answer
50899502		7637120	question
50899502	50901243	5824830	answer
51772437		3204706	question
51772437	51772752	4261833	answer
51699523		7687917	question
51699523	51721411	6876820	answer
51653638		10171009	question
51653638	51655210	2097240	answer
51482406		6229792	question
51482406	51482490	9758922	answer
51456613		9951218	question
51456613	51456629	8898218	answer
51255290		9944074	question
51195017		7582019	question
51195017	51195367	5951397	answer
51195017	51196077	2097240	answer
51110110		8027995	question
51110110	51116610	997253	answer
51048421		9082423	question
51048421	51051880	349130	answer
50911337		7245353	question
50911337	50917723	7996768	answer
50897444		3658166	question
50897444	50897875	5904707	answer
50010040		9679935	question
50010040	50886956	8131929	answer
50880224		9947712	question
50751207		6850241	question
50751207	50751395	6850241	answer
50697550		9658877	question
50697550	50700554	9658877	answer
50634095		9875012	question
50634095	50634151	2097240	answer
50634095	50652121	9875012	answer
45793985		8485311	question
48978609		7622536	question
48978609	48978953	3954958	answer
48954694		9234390	question
48954694	48955311	3908170	answer
48179905		8560558	question
48179905	48186874	2097240	answer
45961428		8538125	question
45961428	45963039	8298761	answer
48125185		9155924	question
48102364		9173861	question
45666991		7233229	question
45666991	45671173	1896918	answer
41927602		7487684	question
41927602	41927851	349130	answer
41927602	45607845	7712022	answer
44769630		8093698	question
44769630	44769702	3038791	answer
44769630	44775309	6248186	answer
44769630	44784581	8093698	answer
41810521		3233501	question
41810521	44393842	1854664	answer
43758143		7957031	question
43128584		4808493	question
43128584	43128910	349130	answer
40705445		3087119	question
40705445	40706157	349130	answer
56986100		11769109	question
56986100	56986563	5298937	answer
56986100	56986599	11747121	answer
58458203		11761580	question
58436796		1892346	question
58436796	58436941	8889727	answer
58354191		4613656	question
58354191	58371625	4613656	answer
47599436		9040452	question
47599436	47602580	4685471	answer
47599436	47681145	9040452	answer
49118388		2962001	question
49118388	49119893	5974433	answer
58044796		1150108	question
58044796	58045173	10807234	answer
57681910		11971761	question
57681910	57682510	349130	answer
57681910	57749946	1673784	answer
57701511		9922891	question
57681850		11309950	question
57681850	57682030	9000214	answer
56941873		11756291	question
57514153		10840909	question
57441316		11910774	question
54136325		10813286	question
54136325	54136661	10897466	answer
54136325	57408796	3177661	answer
57397440		11802639	question
57397440	57397493	2097240	answer
57397440	57397514	4685471	answer
57216216		8163412	question
57216216	57253880	5210098	answer
57216216	57320046	997378	answer
57216216	57335086	2097240	answer
57291799		11549491	question
57291799	57292115	7200084	answer
57235627		9697017	question
54788005		434912	question
54788005	57216651	11840555	answer
56217358		7558022	question
56217358	56223530	2249269	answer
57046843		11788457	question
57046843	57049816	10237052	answer
57046843	57050115	11789753	answer
53183865		8614829	question
53183865	53369637	1918190	answer
53183865	53656253	lintex	answer
53183865	53689541	6029751	answer
53183865	54770296	6650382	answer
53183865	54879211	11117505	answer
53183865	55406788	7257643	answer
53183865	56691652	9389666	answer
53183865	56993437	11450077	answer
53183865	57044939	8188662	answer
56977277		11766668	question
56977277	56977623	5298937	answer
56977277	56977650	5668710	answer
55268762		9673730	question
55268762	55281501	9673730	answer
55268762	56946898	6055798	answer
56896712		10671392	question
56896712	56896809	423926	answer
56896712	56897025	349130	answer
56762895		5865514	question
56762895	56763121	6902337	answer
56696850		5675576	question
47346809		5073704	question
47346809	47522511	6504837	answer
47346809	52980732	10555355	answer
56550889		10840273	question
56550889	56551284	349130	answer
56516917		347484	question
56261014		9925589	question
56261014	56328858	10238218	answer
55569181		11277304	question
55569181	55570856	8625500	answer
55569181	55574447	11277304	answer
55569181	56276963	9849170	answer
56114987		626537	question
56104993		10462295	question
52082538		8382707	question
52082538	54922201	8346078	answer
56004287		4720169	question
56004287	56005246	11153431	answer
55999097		4818540	question
55999097	56000794	2455494	answer
55937000		11203446	question
55931671		3879426	question
55931671	55932064	3016483	answer
55879245		10220825	question
55821155		5821937	question
55821155	55821434	10956606	answer
55800339		11396292	question
55796455		5397301	question
55796455	55798533	4718350	answer
55781844		11277952	question
55531427		11277304	question
55531427	55709360	11192099	answer
55684277		5231224	question
55684277	55684535	5231224	answer
55665406		11282037	question
55665406	55665569	5232335	answer
52089601		9922482	question
52089601	52092176	2099607	answer
53496095		6187009	question
53496095	53496805	2099607	answer
53496095	55660438	4468490	answer
55622294		11304345	question
55622294	55626808	7389608	answer
55434128		5366046	question
55434128	55434357	2099607	answer
52597523		9731282	question
52597523	52918442	10537190	answer
55170460		6835329	question
55170460	55170820	9703830	answer
55170460	55203161	4685471	answer
55211277		4512646	question
55211277	55211330	4569506	answer
55032687		8372455	question
55032687	55033092	10809912	answer
54988498		4028201	question
54988498	55004517	4028201	answer
48453143		8038398	question
48453143	53995506	3518825	answer
52959685		8879559	question
52959685	52960937	10305819	answer
52959685	52960991	1698143	answer
53996020		4406595	question
53996020	53997971	9710391	answer
53996020	54645143	9316748	answer
54504138		7286275	question
54504138	54505098	2641587	answer
54267383		3905169	question
53361187		1179925	question
53361187	53913092	1179925	answer
53670078		2959990	question
53670078	53672376	4995844	answer
53670078	53673232	5884955	answer
53677335		7258619	question
53677335	53678856	user9477964	answer
53652359		10752514	question
53652359	53652626	2099607	answer
46542773		8538125	question
53603775		260826	question
53603775	53605682	10111931	answer
53584868		9245347	question
53584868	53584986	8093922	answer
53529614		10300594	question
53529614	53532509	2097240	answer
47717227		4210341	question
52965686		9134476	question
52965686	52966179	8609330	answer
52965686	52970511	9758922	answer
52966765		10551333	question
52966765	52967811	2099607	answer
52781685		9749306	question
52781685	52782788	9919799	answer
52415751		10171009	question
52340372		3938208	question
51507322		5020881	question
51507322	51513333	2099607	answer
52095862		3119628	question
52095862	52095929	4870005	answer
52001543		10003894	question
52001543	52002074	2099607	answer
52001543	52002409	5120376	answer
51636620		9495274	question
51636620	51640187	7699859	answer
51172775		10031851	question
51172775	51173400	8563649	answer
50914245		9957846	question
50931180		6831406	question
50784021		7017670	question
50784021	50785810	9758922	answer
50561555		9857400	question
50524927		9468262	question
50524927	50525619	8357000	answer
50264065		8735043	question
50264065	50265163	2097240	answer
48880922		6304205	question
48242547		6696880	question
48242547	48242704	5974433	answer
47295025		7993917	question
47295025	47300005	1635180	answer
47305473		3455652	question
47305473	47347993	3455652	answer
46050073		5359882	question
44394133		3819091	question
44394133	45706541	7900280	answer
42665359		3993741	question
42665359	42665603	3994824	answer
40396580		497600	question
58476704		8564860	question
58476704	58634964	349130	answer
58543537		12264855	question
58543163		12187261	question
58543163	58556827	5652313	answer
57695689		11989989	question
57695689	57701509	8748870	answer
57695689	58552657	12192957	answer
58540174		11608867	question
58514992		4073665	question
58514992	58515038	10416716	answer
58475116		5674966	question
58476838		6852382	question
58378928		7882367	question
58369314		9610773	question
58369314	58369764	1318499	answer
58347545		4412095	question
58347545	58348080	7212365	answer
58287403		1050265	question
57974605		5048010	question
57974605	57975860	2846923	answer
57909201		7158019	question
57902596		11805922	question
57826612		2991243	question
57826612	57826771	5085211	answer
57795697		5510818	question
57795697	57812490	5510818	answer
57792660		5623899	question
57792660	57798873	349130	answer
57784115		11309950	question
57784115	57786112	10606534	answer
57718512		7858253	question
57718512	57721577	349130	answer
57612775		9967569	question
57258755		9500904	question
57066997		11794721	question
52627739		4729764	question
52627739	52629902	2099607	answer
42641824		3993741	question
42641824	43601365	4438782	answer
42641824	45539517	6458334	answer
52936132		10542348	question
52936132	52936626	2099607	answer
54880241		1450312	question
54880241	56300129	1618292	answer
52664110		6859553	question
52664110	52711716	1438845	answer
52664110	53474769	1055144	answer
52664110	53980337	6805747	answer
52664110	56291662	8156353	answer
56169852		4915737	question
56169852	56175135	9571777	answer
56169852	56261000	8796240	answer
56129165		6311079	question
55950909		10232824	question
55950909	55953034	9477338	answer
55944143		1125383	question
55944143	55944595	7378795	answer
49811350		7059780	question
49811350	49812031	2980717	answer
55794687		10870968	question
55794687	55794895	5154274	answer
54918386		11065347	question
54918386	55416875	6114359	answer
54918386	55422891	11065347	answer
49503748		7687401	question
49503748	49504376	1531463	answer
49503748	52691745	2679740	answer
55312734		1308333	question
55312734	55315259	7141506	answer
55264156		3395255	question
55244150		9999035	question
55229147		7286275	question
55212576		11217227	question
55212576	55212770	10886420	answer
54994347		10435242	question
54994347	54999733	8784825	answer
54870382		6014338	question
54870382	54871963	4006592	answer
54407441		588855	question
54407441	54407706	4785185	answer
54407441	54408493	9226932	answer
54189142		1766088	question
54189142	54261656	9487195	answer
54189142	54298123	604048	answer
53671491		2607447	question
53671491	53671738	5502111	answer
53671491	53671806	6757884	answer
53671491	53671912	8180401	answer
53671491	53672023	529630	answer
53671491	54074611	2334551	answer
53671491	54225144	5884955	answer
53851652		10523748	question
53851652	53852157	2099607	answer
53851652	53852213	1173884	answer
53851652	53855389	10111013	answer
54053406		4061327	question
54053406	54053907	2099607	answer
53964523		10121004	question
53964523	53964659	2099607	answer
53905433		9717380	question
53905433	53905479	4466962	answer
53836507		10724777	question
53836507	53889875	10724777	answer
53830779		2443944	question
53830779	53833360	2443944	answer
53671437		8764576	question
53671437	53813195	141789	answer
53581298		10730211	question
53581298	53679013	2097240	answer
53619964		7311070	question
53619964	53750000	2099607	answer
53649837		5454643	question
53649837	53650141	2099607	answer
50993978		5049813	question
50993978	50996766	2099607	answer
53492970		4780863	question
53492970	53506006	3482325	answer
53433119		2249901	question
53376761		1115237	question
53376761	53378238	2099607	answer
53131397		4324126	question
53131397	53131649	2099607	answer
53131397	53131651	4466962	answer
53022933		10547221	question
52850105		3494669	question
52850105	52851738	2099607	answer
52850105	52853319	349130	answer
52598959		8926217	question
52598959	52759335	3114765	answer
52598959	52812040	602721	answer
52616670		9660268	question
52616650		6145828	question
52616650	52617244	2099607	answer
52546455		9768291	question
52546455	52547459	173773	answer
52546455	52551862	5716062	answer
50140500		1904749	question
50140500	50143052	349130	answer
50140500	50164946	5234494	answer
52507334		8460161	question
52507334	52515008	8650928	answer
52507334	52515261	5450900	answer
52192148		10280951	question
52192148	52193172	1138455	answer
52015499		10272496	question
51377371		10019832	question
51312070		2350398	question
51312070	51312398	5030164	answer
51799234		8915760	question
51799234	51799570	8563649	answer
51338831		2489835	question
51338831	51340745	2099607	answer
51315626		4256575	question
51305682		7245353	question
51305682	51306128	7896849	answer
51141408		9963946	question
50504770		5024768	question
50504770	50505609	2610004	answer
50359055		9165727	question
50359055	50377510	7994236	answer
50295442		9548525	question
49944010		2176736	question
49944010	50243951	2378649	answer
50082882		1446289	question
50082882	50111738	1626564	answer
50082882	50195395	1446289	answer
49885298		7835965	question
49885298	49886042	2097240	answer
49226440		5031496	question
49226440	49755985	5031496	answer
49696933		8371191	question
49224425		4023306	question
49224425	49237601	4023306	answer
48997385		9357259	question
48997385	49196209	9418446	answer
48930933		100208	question
48930933	48996293	712995	answer
48619600		9155924	question
48619600	48620669	1762211	answer
46827434		8800433	question
44444475		2850762	question
44444475	44445607	349130	answer
40805140		2777474	question
40805140	40808379	6599314	answer
40805140	40813882	5974433	answer
42873166		5721377	question
42873166	42873823	4955956	answer
55490830		11304345	question
55490830	55492133	9875707	answer
55490830	55613009	11304345	answer
55490830	56462838	3883531	answer
55798841		4934409	question
55798841	55798951	6901690	answer
55798841	55918665	6314194	answer
55798841	58180993	824979	answer
58114504		8857724	question
58114504	58116874	2097240	answer
58116359		12124818	question
50151585		7968996	question
50151585	50151695	6583140	answer
50151585	50153065	7968996	answer
50151585	58073867	9936228	answer
40050397		5031496	question
40050397	40434284	2876799	answer
40050397	45099092	365837	answer
40050397	45339569	1002035	answer
40050397	50863932	1637126	answer
40050397	54501450	5892689	answer
40050397	57722547	3293408	answer
56062017		3173765	question
56062017	57678843	4514785	answer
